Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
TFSL;360767;USD;2012;Q4;2012-09-30;2012-11-29;2014-11-26;301434142;302021953;72335000;-29000000;43335000;-46992000;-3657000;;-1182000;2288000;1106000;;1106000;1106000
TFSL;360767;USD;2013;Q1;2012-12-31;2013-02-11;2014-02-07;301576327;302244741;76663000;-18000000;58663000;-42534000;16129000;;16129000;-4976000;11153000;;11153000;11153000
TFSL;360767;USD;2013;Q2;2013-03-31;2013-05-09;2014-05-08;301753966;302651575;74036000;-10000000;64036000;-45229000;18807000;;18807000;-6017000;12790000;;12790000;12790000
TFSL;360767;USD;2013;Q3;2013-06-30;2013-08-08;2014-08-07;301913844;302926219;74952000;-5000000;69952000;-46266000;23686000;;23686000;-7439000;16247000;;16247000;16247000
TFSL;360767;USD;2013;Q4;2013-09-30;2013-11-27;2015-11-25;302086895;303164529;71370000;-4000000;67370000;-43631000;23739000;;23739000;-7970000;15769000;;15769000;15769000
TFSL;360767;USD;2014;Q1;2013-12-31;2014-02-07;2015-02-06;300634212;301868676;72873000;-6000000;66873000;-42859000;24014000;;24014000;-7990000;16024000;;16024000;16024000
TFSL;360767;USD;2014;Q2;2014-03-31;2014-05-08;2015-05-07;300261921;301529980;74568000;-5000000;69568000;-44931000;24637000;;24637000;-8252000;16385000;;16385000;16385000
TFSL;360767;USD;2014;Q3;2014-06-30;2014-08-07;2015-08-06;298681954;300533021;73582000;-4000000;69582000;-42849000;26733000;;26733000;-9102000;17631000;;17631000;17631000
TFSL;360767;USD;2014;Q4;2014-09-30;2014-11-26;2016-11-23;296318161;298295391;72310000;-4000000;68310000;-44837000;23473000;;23473000;-7622000;15851000;;15851000;15851000
TFSL;360767;USD;2015;Q1;2014-12-31;2015-02-06;2016-02-08;293797138;296128813;73089000;-2000000;71089000;-45973000;25116000;;25116000;-8472000;16644000;;16644000;16644000
TFSL;360767;USD;2015;Q2;2015-03-31;2015-05-07;2016-05-06;291377147;293342875;73317000;-1000000;72317000;-48829000;23488000;;23488000;-7822000;15666000;;15666000;15666000
TFSL;360767;USD;2015;Q3;2015-06-30;2015-08-06;2016-08-05;288553691;290759754;73715000;0;73715000;-47819000;25896000;;25896000;-8638000;17258000;;17258000;17258000
TFSL;360767;USD;2015;Q4;2015-09-30;2015-11-25;2016-11-23;286015468;288610226;74266000;6000000;80266000;-45371000;34895000;;34895000;-11872000;23023000;;23023000;23023000
TFSL;360767;USD;2016;Q1;2015-12-31;2016-02-08;2017-02-08;283834670;286340053;73758000;1000000;74758000;-47633000;27125000;;27125000;-9274000;17851000;;17851000;17851000
TFSL;360767;USD;2016;Q2;2016-03-31;2016-05-06;2017-05-05;282314098;284486177;74462000;1000000;75462000;-46341000;29121000;;29121000;-9845000;19276000;;19276000;19276000
TFSL;360767;USD;2016;Q3;2016-06-30;2016-08-05;2016-08-05;280815430;283011869;73497000;3000000;76497000;-44976000;31521000;;31521000;-10901000;20620000;;20620000;20620000
TFSL;360767;USD;2016;Q4;2016-09-30;2016-11-23;2016-11-23;279302394;281304753;73650000;3000000;76650000;-42054000;34596000;;34596000;-11790000;22806000;;22806000;22806000
TFSL;360767;USD;2017;Q1;2016-12-31;2017-02-08;2017-02-08;277925724;280272455;73598000;0;73598000;-45262000;28336000;;28336000;-8726000;19610000;;19610000;19610000
TFSL;360767;USD;2017;Q2;2017-03-31;2017-05-05;2017-05-05;277787284;279911556;74838000;6000000;80838000;-45294000;35544000;;35544000;-12083000;23461000;;23461000;23461000
TFSL;360767;USD;2017;Q3;2017-06-30;2017-08-07;2017-08-07;277056490;278986397;75076000;4000000;79076000;-44669000;34407000;;34407000;-11619000;22788000;;22788000;22788000
TFSL;360767;USD;2017;Q4;2017-09-30;2017-11-22;2017-11-22;276083534;277904664;75233000;7000000;82233000;-47179000;35054000;;35054000;-12036000;23018000;;23018000;23018000
TFSL;360767;USD;2018;Q1;2017-12-31;2018-02-08;2018-02-08;275816329;277624291;74832000;3000000;77832000;-45776000;32056000;;32056000;-12443000;19613000;;19613000;19613000
TFSL;360767;USD;2018;Q2;2018-03-31;2018-05-08;2018-05-08;275656445;277256178;76314000;4000000;80314000;-49688000;30626000;;30626000;-7312000;23314000;;23314000;23314000
TFSL;360767;USD;2018;Q3;2018-06-30;2018-08-07;2018-08-07;275468237;277200873;77464000;2000000;79464000;-51429000;28035000;;28035000;-7160000;20875000;;20875000;20875000
TFSL;360767;USD;2018;Q4;2018-09-30;2018-11-27;2018-11-27;275419201;277112358;73867000;2000000;75867000;-45420000;30447000;;30447000;-8842000;21605000;;21605000;21605000
TFSL;360767;USD;2019;Q1;2018-12-31;2019-02-07;2019-02-07;275376254;277073317;72488000;2000000;74488000;-47980000;26508000;;26508000;-6175000;20333000;;20333000;20333000
TFSL;360767;USD;2019;Q2;2019-03-31;2019-05-08;2019-05-08;275359201;277343155;72667000;4000000;76667000;-50727000;25940000;;25940000;-5810000;20130000;;20130000;20130000
TSC;988504;USD;2012;Q4;2012-12-31;2013-03-02;2015-02-23;17394736;22392920;16415000;-3024000;13391000;-9857000;3534000;;3534000;-1578000;1956000;;1956000;1956000
TSC;988504;USD;2013;Q1;2013-03-31;2013-05-31;2014-05-02;17436952;22541141;16132000;-2132000;14000000;-9628000;4372000;;4372000;-1517000;2855000;;2855000;2855000
TSC;988504;USD;2013;Q2;2013-06-30;2013-08-13;2014-08-04;23373262;26009669;16588000;-671000;15917000;-9960000;5957000;;5957000;-2085000;3872000;;3872000;3872000
TSC;988504;USD;2013;Q3;2013-09-30;2013-11-07;2014-10-31;28690034;29114795;16890000;-4911000;11979000;-10016000;1963000;;1963000;-633000;1330000;;1330000;1330000
TSC;988504;USD;2013;Q4;2013-12-31;2014-03-03;2016-02-16;28858996;29306487;17972000;-473000;17499000;-11211000;6288000;;6288000;-1478000;4810000;;4810000;4810000
TSC;988504;USD;2014;Q1;2014-03-31;2014-05-02;2015-05-01;28690279;29143467;20342000;-608000;19734000;-12792000;6942000;;6942000;-2326000;4616000;;4616000;4616000
TSC;988504;USD;2014;Q2;2014-06-30;2014-08-04;2015-07-31;28693741;29146492;25159000;-9109000;16050000;-15484000;566000;;566000;-52000;514000;;514000;514000
TSC;988504;USD;2014;Q3;2014-09-30;2014-10-31;2015-10-30;28712779;29005151;25536000;-651000;24885000;-16673000;8212000;;8212000;-2506000;5706000;;5706000;5706000
TSC;988504;USD;2014;Q4;2014-12-31;2015-02-23;2017-02-14;28417725;28776514;26346000;209000;26555000;-19378000;7177000;;7177000;-2085000;5092000;;5092000;5092000
TSC;988504;USD;2015;Q1;2015-03-31;2015-05-01;2016-05-02;27891931;27953744;25514000;-925000;24589000;-17102000;7487000;;7487000;-2431000;5056000;;5056000;5056000
TSC;988504;USD;2015;Q2;2015-06-30;2015-07-31;2016-08-01;27718226;28184048;26249000;-185000;26064000;-17582000;8482000;;8482000;-2754000;5728000;;5728000;5728000
TSC;988504;USD;2015;Q3;2015-09-30;2015-10-30;2016-10-31;27728705;28281244;25020000;1341000;26361000;-17301000;9060000;;9060000;-2942000;6118000;;6118000;6118000
TSC;988504;USD;2015;Q4;2015-12-31;2016-02-16;2018-02-23;27746518;28530776;26653000;-244000;26409000;-18058000;8351000;;8351000;-2765000;5586000;;5586000;5586000
TSC;988504;USD;2016;Q1;2016-03-31;2016-05-02;2017-05-01;27679445;28241350;27292000;-122000;27170000;-18006000;9164000;;9164000;-3321000;5843000;;5843000;5843000
TSC;988504;USD;2016;Q2;2016-06-30;2016-08-01;2017-07-31;27549475;28225404;29666000;-80000;29586000;-19457000;10129000;;10129000;-3356000;6773000;;6773000;6773000
TSC;988504;USD;2016;Q3;2016-09-30;2016-10-31;2017-10-30;27514724;28307632;31201000;542000;31743000;-20514000;11229000;;11229000;-2775000;8454000;;8454000;8454000
TSC;988504;USD;2016;Q4;2016-12-31;2017-02-14;2019-02-19;27631256;28662222;33162000;-1178000;31984000;-20817000;11167000;;11167000;-3596000;7571000;;7571000;7571000
TSC;988504;USD;2017;Q1;2017-03-31;2017-05-01;2018-05-07;27627285;28717506;32325000;-243000;32082000;-21158000;10924000;;10924000;-3432000;7492000;;7492000;7492000
TSC;988504;USD;2017;Q2;2017-06-30;2017-07-31;2018-08-06;27601702;28785625;33745000;-516000;33229000;-21784000;11445000;;11445000;-3024000;8421000;;8421000;8421000
TSC;988504;USD;2017;Q3;2017-09-30;2017-10-30;2018-11-05;27515923;28659990;35311000;-283000;35028000;-22812000;12216000;;12216000;-2184000;10032000;;10032000;10032000
TSC;988504;USD;2017;Q4;2017-12-31;2018-02-23;2020-02-24;27458422;28682167;36938000;1665000;38603000;-25718000;12885000;;12885000;-842000;12043000;;12043000;12043000
TSC;988504;USD;2018;Q1;2018-03-31;2018-05-07;2019-05-07;27594691;28711106;37351000;-195000;37156000;-23850000;13306000;;13306000;-2905000;10401000;;10401000;10401000
TSC;988504;USD;2018;Q2;2018-06-30;2018-08-06;2019-08-06;27628120;28848969;41293000;-415000;40878000;-25318000;15560000;;15560000;-968000;14592000;;14592000;13830000
TSC;988504;USD;2018;Q3;2018-09-30;2018-11-05;2019-11-05;27588607;28949924;41570000;234000;41804000;-25686000;16118000;;16118000;-1807000;14311000;;14311000;13632000
TSC;988504;USD;2018;Q4;2018-12-31;2019-02-19;2020-02-24;27522658;28823585;41107000;581000;41688000;-26303000;15385000;;15385000;-265000;15120000;;15120000;14441000
TSC;988504;USD;2019;Q1;2019-03-31;2019-05-07;2019-05-07;27832839;28703636;43441000;377000;43818000;-26672000;17146000;;17146000;-2582000;14564000;;14564000;13885000
UMBF;256663;USD;2009;Q4;2009-12-31;2010-02-04;2012-02-28;40084395;40084395;161132000;-11500000;149632000;-119804000;29828000;;29828000;-5970000;23858000;;23858000;23858000
UMBF;256663;USD;2010;Q1;2010-03-31;2010-05-05;2011-05-05;40089527;40089527;162204000;-8310000;153894000;-117378000;36516000;;36516000;-10331000;26185000;;26185000;26185000
UMBF;256663;USD;2010;Q2;2010-06-30;2010-08-04;2011-08-04;40079714;40079714;166768000;-8100000;158668000;-126122000;32546000;;32546000;-9533000;23013000;;23013000;23013000
UMBF;256663;USD;2010;Q3;2010-09-30;2010-11-04;2011-11-03;40081108;40081108;168467000;-7700000;160767000;-130635000;30132000;;30132000;-7359000;22773000;;22773000;22773000
UMBF;256663;USD;2010;Q4;2010-12-31;2011-02-24;2013-02-25;40036655;40036655;173544000;-7400000;166144000;-138487000;27657000;;27657000;-8626000;19031000;;19031000;19031000
UMBF;256663;USD;2011;Q1;2011-03-31;2011-05-05;2012-05-03;40070399;40070399;186198000;-7100000;179098000;-135516000;43582000;;43582000;-12712000;30870000;;30870000;30870000
UMBF;256663;USD;2011;Q2;2011-06-30;2011-08-04;2012-08-02;40080402;40080402;187774000;-5600000;182174000;-145581000;36593000;;36593000;-10272000;26321000;;26321000;26321000
UMBF;256663;USD;2011;Q3;2011-09-30;2011-11-03;2012-11-01;40020772;40020772;180031000;-4500000;175531000;-139428000;36103000;;36103000;-10088000;26015000;;26015000;26015000
UMBF;256663;USD;2011;Q4;2011-12-31;2012-02-28;2014-02-25;39966167;39966167;177302000;-5000000;172302000;-142221000;30081000;;30081000;-6815000;23266000;;23266000;23266000
UMBF;256663;USD;2012;Q1;2012-03-31;2012-05-03;2013-05-02;40025456;40025456;211390000;-4500000;206890000;-141904000;64986000;;64986000;-18619000;46367000;;46367000;46367000
UMBF;256663;USD;2012;Q2;2012-06-30;2012-08-02;2013-08-01;40034649;40034649;190599000;-4500000;186099000;-144686000;41413000;;41413000;-12248000;29165000;;29165000;29165000
UMBF;256663;USD;2012;Q3;2012-09-30;2012-11-01;2013-10-31;40081304;40081304;186686000;-4500000;182186000;-145905000;36281000;;36281000;-10156000;26125000;;26125000;26125000
UMBF;256663;USD;2012;Q4;2012-12-31;2013-02-25;2015-02-27;39996303;39996303;189503000;-4000000;185503000;-157959000;27544000;;27544000;-6484000;21060000;;21060000;21060000
UMBF;256663;USD;2013;Q1;2013-03-31;2013-05-02;2014-05-01;39881505;39881505;200499000;-2000000;198499000;-150378000;48121000;;48121000;-13180000;34941000;;34941000;34941000
UMBF;256663;USD;2013;Q2;2013-06-30;2013-08-01;2014-07-31;39966869;39966869;195912000;-5000000;190912000;-150311000;40601000;;40601000;-10672000;29929000;;29929000;29929000
UMBF;256663;USD;2013;Q3;2013-09-30;2013-10-31;2014-11-06;40698700;40698700;207170000;-6500000;200670000;-153063000;47607000;;47607000;-13175000;34432000;;34432000;34432000
UMBF;256663;USD;2013;Q4;2013-12-31;2014-02-25;2016-02-25;44556282;44556282;221521000;-4000000;217521000;-169452000;48069000;;48069000;-13406000;34663000;;34663000;34663000
UMBF;256663;USD;2014;Q1;2014-03-31;2014-05-01;2015-05-05;44742068;45382692;208409000;-4500000;203909000;-157241000;46668000;;31668000;-8255000;23413000;;23413000;23413000
UMBF;256663;USD;2014;Q2;2014-06-30;2014-07-31;2015-08-04;44823370;45421148;220171000;-5000000;215171000;-160929000;54242000;;48970000;-14298000;34672000;;34672000;34672000
UMBF;256663;USD;2014;Q3;2014-09-30;2014-11-06;2015-11-03;44890309;45441983;214001000;-4500000;209501000;-161151000;48350000;;48350000;-12720000;35630000;;35630000;35630000
UMBF;256663;USD;2014;Q4;2014-12-31;2015-02-27;2017-02-23;44922565;45535309;206162000;-3000000;203162000;-166087000;37075000;;37075000;-10135000;26940000;;26940000;26940000
UMBF;256663;USD;2015;Q1;2015-03-31;2015-05-05;2016-05-03;45000831;45437654;215565000;-3000000;212565000;-164413000;48152000;;48152000;-14387000;33765000;;33765000;33765000
UMBF;256663;USD;2015;Q2;2015-06-30;2015-08-04;2016-08-02;46240869;46611096;216910000;-5000000;211910000;-171964000;39946000;;39946000;-9732000;30214000;;30214000;30214000
UMBF;256663;USD;2015;Q3;2015-09-30;2015-11-03;2016-11-01;48577282;49036332;218993000;-2500000;216493000;-185279000;31214000;;31214000;-8763000;22451000;;22451000;22451000
UMBF;256663;USD;2015;Q4;2015-12-31;2016-02-25;2017-02-23;48686026;49232254;227053000;-5000000;222053000;-182080000;39973000;;39973000;-10330000;29643000;;29643000;29643000
UMBF;256663;USD;2016;Q1;2016-03-31;2016-05-03;2017-05-02;48756433;49016400;234242000;-5000000;229242000;-180444000;48798000;;48798000;-12395000;36403000;;36403000;36403000
UMBF;256663;USD;2016;Q2;2016-06-30;2016-08-02;2017-08-03;48770948;49149076;223984000;-7000000;216984000;-168419000;48565000;;48565000;-12102000;36463000;1055000;37518000;37518000
UMBF;256663;USD;2016;Q3;2016-09-30;2016-11-01;2016-11-01;48849251;49284280;246713000;-13000000;233713000;-179783000;53930000;;53930000;-11984000;41946000;;41946000;41946000
UMBF;256663;USD;2016;Q4;2016-12-31;2017-02-23;2017-02-23;48936620;49658464;266459000;-7500000;258959000;-203248000;55711000;;55711000;-11722000;43989000;;42934000;42934000
UMBF;256663;USD;2017;Q1;2017-03-31;2017-05-02;2017-05-02;49109872;49829508;255095000;-9000000;246095000;-188766000;57329000;;57329000;-13148000;44181000;;44181000;44181000
UMBF;256663;USD;2017;Q2;2017-06-30;2017-08-03;2017-08-03;49269786;49848903;247700000;-14500000;233200000;-176939000;56261000;;56261000;-11490000;44771000;-1950000;42821000;42821000
UMBF;256663;USD;2017;Q3;2017-09-30;2017-11-02;2017-11-02;49283322;49833141;245164000;-11500000;233664000;-171821000;61843000;;61843000;-12971000;48872000;-730000;48142000;48142000
UMBF;256663;USD;2017;Q4;2017-12-31;2018-02-22;2018-02-22;49231664;49845608;234516000;-6000000;228516000;-167603000;60913000;;60913000;-15761000;45152000;;111961000;111961000
UMBF;256663;USD;2018;Q1;2018-03-31;2018-05-03;2018-05-03;49420606;49917454;253447000;-10000000;243447000;-175876000;67571000;;67571000;-10038000;57533000;-747000;56786000;56786000
UMBF;256663;USD;2018;Q2;2018-06-30;2018-08-02;2018-08-02;49551920;50007022;250515000;-7000000;243515000;-177218000;66297000;;66297000;-10873000;55424000;;55424000;55424000
UMBF;256663;USD;2018;Q3;2018-09-30;2018-10-30;2018-10-30;49473157;49912084;251375000;-5750000;245625000;-180385000;65240000;;65240000;-7391000;57849000;;57849000;57849000
UMBF;256663;USD;2018;Q4;2018-12-31;2019-03-01;2019-03-01;48894065;49246388;256807000;-48000000;208807000;-184321000;24486000;;24486000;968000;25454000;;25454000;25454000
UMBF;256663;USD;2019;Q1;2019-03-31;2019-05-02;2019-05-02;48712153;48998571;271250000;-12350000;258900000;-190626000;68274000;;68274000;-10530000;57744000;;57744000;57744000
USB;378231;USD;2012;Q2;2012-06-30;2012-08-03;2013-08-07;1888000000;1898000000;5013000000;-470000000;4543000000;-2601000000;1942000000;;1942000000;-564000000;1378000000;;1415000000;1345000000
USB;378231;USD;2012;Q3;2012-09-30;2012-11-05;2013-11-01;1886000000;1897000000;5122000000;-488000000;4634000000;-2609000000;2025000000;;2025000000;-593000000;1432000000;;1474000000;1404000000
USB;378231;USD;2012;Q4;2012-12-31;2013-02-22;2015-02-27;1873000000;1879000000;5056000000;-443000000;4613000000;-2686000000;1927000000;;1927000000;-552000000;1375000000;;1420000000;1349000000
USB;378231;USD;2013;Q1;2013-03-31;2013-05-03;2014-05-07;1858000000;1867000000;4818000000;-403000000;4415000000;-2470000000;1945000000;;1945000000;-558000000;1387000000;;1428000000;1358000000
USB;378231;USD;2013;Q2;2013-06-30;2013-08-07;2014-08-06;1843000000;1853000000;4892000000;-362000000;4530000000;-2557000000;1973000000;;1973000000;-529000000;1444000000;;1484000000;1405000000
USB;378231;USD;2013;Q3;2013-09-30;2013-11-01;2014-11-06;1832000000;1843000000;4835000000;-298000000;4537000000;-2565000000;1972000000;;1972000000;-542000000;1430000000;;1468000000;1400000000
USB;378231;USD;2013;Q4;2013-12-31;2014-02-21;2016-02-25;1823000000;1833000000;4833000000;-277000000;4556000000;-2682000000;1874000000;;1874000000;-403000000;1471000000;;1456000000;1389000000
USB;378231;USD;2014;Q1;2014-03-31;2014-05-07;2015-05-06;1818000000;1828000000;4758000000;-306000000;4452000000;-2544000000;1908000000;;1908000000;-496000000;1412000000;;1397000000;1331000000
USB;378231;USD;2014;Q2;2014-06-30;2014-08-06;2015-08-05;1811000000;1821000000;5133000000;-324000000;4809000000;-2753000000;2056000000;;2056000000;-547000000;1509000000;;1495000000;1427000000
USB;378231;USD;2014;Q3;2014-09-30;2014-11-06;2015-11-04;1798000000;1807000000;4934000000;-311000000;4623000000;-2614000000;2009000000;;2009000000;-523000000;1486000000;;1471000000;1405000000
USB;378231;USD;2014;Q4;2014-12-31;2015-02-27;2017-02-23;1785000000;1796000000;5114000000;-288000000;4826000000;-2804000000;2022000000;;2022000000;-521000000;1501000000;;1488000000;1420000000
USB;378231;USD;2015;Q1;2015-03-31;2015-05-06;2016-05-06;1781000000;1789000000;4852000000;-264000000;4588000000;-2665000000;1923000000;;1923000000;-479000000;1444000000;;1431000000;1365000000
USB;378231;USD;2015;Q2;2015-06-30;2015-08-05;2016-08-05;1771000000;1779000000;4988000000;-281000000;4707000000;-2682000000;2025000000;;2025000000;-528000000;1497000000;;1483000000;1417000000
USB;378231;USD;2015;Q3;2015-09-30;2015-11-04;2016-11-04;1758000000;1766000000;5094000000;-282000000;4812000000;-2775000000;2037000000;;2037000000;-534000000;1503000000;;1489000000;1422000000
USB;378231;USD;2015;Q4;2015-12-31;2016-02-25;2017-02-23;1746000000;1754000000;5159000000;-305000000;4854000000;-2809000000;2045000000;;2045000000;-556000000;1489000000;;1476000000;1404000000
USB;378231;USD;2016;Q1;2016-03-31;2016-05-06;2017-05-05;1737000000;1743000000;4984000000;-330000000;4654000000;-2749000000;1905000000;;1905000000;-504000000;1401000000;;1386000000;1329000000
USB;378231;USD;2016;Q2;2016-06-30;2016-08-05;2017-08-04;1725000000;1731000000;5397000000;-327000000;5070000000;-2992000000;2078000000;;2078000000;-542000000;1536000000;;1522000000;1435000000
USB;378231;USD;2016;Q3;2016-09-30;2016-11-04;2017-11-03;1710000000;1716000000;5338000000;-325000000;5013000000;-2931000000;2082000000;;2082000000;-566000000;1516000000;;1502000000;1434000000
USB;378231;USD;2016;Q4;2016-12-31;2017-02-23;2017-02-23;1700000000;1706000000;5386000000;-342000000;5044000000;-3004000000;2040000000;;2040000000;-549000000;1491000000;;1478000000;1391000000
